date,value
2019-04-16 11:24:05 +0100,0
2019-04-19 07:16:50 +0100,0
2019-04-22 07:00:26 +0100,0
2019-05-01 07:20:31 +0100,1
2019-05-04 07:15:27 +0100,1
2019-05-07 07:29:37 +0100,1
2019-05-10 07:10:29 +0100,1
2019-05-13 07:01:24 +0100,1
2019-05-16 07:14:22 +0100,1
2019-05-19 06:46:07 +0100,1
2019-05-22 07:06:31 +0100,1
2019-05-25 07:04:15 +0100,1
2019-06-01 06:56:39 +0100,1
2019-06-04 06:58:16 +0100,1
2019-06-07 07:01:51 +0100,1
